,cost,name,damage,text,id
262,"['L', 'L', 'C']",Voltage Burst,130+,This attack does 50 more damage for each Prize card your opponent has taken. This Pokémon also does 30 damage to itself.,68af6bc5d14a0076320259ee
263,"['L', 'C', 'C']",Disaster Volt,110,Discard an Energy from this Pokémon.,68af6bc5d14a0076320259f1
264,"['L', 'C', 'C']",Disaster Volt,110,Discard an Energy from this Pokémon.,68af6bc5d14a0076320259f4
265,"['L', 'C', 'C']",Disaster Volt,110,Discard an Energy from this Pokémon.,68af6bc5d14a0076320259f7
266,['L'],Thunder Fang,60,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc5d14a0076320259fa
267,"['L', 'L', 'L', 'C']",Buzz Flip,100x,Flip 4 coins. This attack does 100 damage for each heads.,68af6bc5d14a0076320259fa
268,['L'],Thunder Fang,60,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc5d14a0076320259fd
269,"['L', 'L', 'L', 'C']",Buzz Flip,100x,Flip 4 coins. This attack does 100 damage for each heads.,68af6bc5d14a0076320259fd
270,['L'],Thunder Fang,60,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc5d14a007632025a00
271,"['L', 'L', 'L', 'C']",Buzz Flip,100x,Flip 4 coins. This attack does 100 damage for each heads.,68af6bc5d14a007632025a00
272,"['L', 'L', 'C']",Electric Ball,50,,68af6bc5d14a007632025a03
273,"['L', 'L', 'C']",Electric Ball,50,,68af6bc5d14a007632025a09
274,"['L', 'L', 'C']",Electric Ball,50,,68af6bc5d14a007632025a06
275,['L'],Static Shock,20,,68af6bc5d14a007632025a18
276,['L'],Static Shock,20,,68af6bc6d14a007632025a1b
277,['L'],Static Shock,20,,68af6bc5d14a007632025a15
278,"['C', 'C']",Slash,50,,68af6bc6d14a007632025a1e
279,"['W', 'W', 'C']",Blizzard Burst,130,This attack also does 10 damage to each of your opponent's Benched Pokémon for each Prize card your opponent has taken. (Don't apply Weakness and Resistance for Benched Pokémon.),68af6bc6d14a007632025a1e
280,['W'],Icicle,30,,68af6bc6d14a007632025a24
281,['W'],Icicle,30,,68af6bc6d14a007632025a27
282,['W'],Icicle,30,,68af6bc6d14a007632025a21
283,['C'],Continuous Headbutt,50x,Flip a coin until you get tails. This attack does 50 damage for each heads.,68af6bc6d14a007632025a2d
284,"['W', 'W', 'W', 'C']",Sheer Cold,150,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a2d
285,['C'],Continuous Headbutt,50x,Flip a coin until you get tails. This attack does 50 damage for each heads.,68af6bc6d14a007632025a30
286,"['W', 'W', 'W', 'C']",Sheer Cold,150,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a30
287,['C'],Continuous Headbutt,50x,Flip a coin until you get tails. This attack does 50 damage for each heads.,68af6bc6d14a007632025a2a
288,"['W', 'W', 'W', 'C']",Sheer Cold,150,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a2a
289,['W'],Snotted Up,10,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a33
290,['W'],Snotted Up,10,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a39
291,['W'],Snotted Up,10,"During your opponent's next turn, the Defending Pokémon can't use attacks.",68af6bc6d14a007632025a36
292,"['W', 'C', 'C']",Waterfall,70,,68af6bc6d14a007632025a42
293,"['W', 'C', 'C']",Waterfall,70,,68af6bc6d14a007632025a3f
294,"['W', 'C', 'C']",Waterfall,70,,68af6bc6d14a007632025a3c
295,"['W', 'C', 'C']",Big Bite,150,"During your opponent's next turn, the Defending Pokémon can't retreat.",68af6bc6d14a007632025a45
296,"['W', 'C', 'C']",Big Bite,150,"During your opponent's next turn, the Defending Pokémon can't retreat.",68af6bc6d14a007632025a4b
297,"['W', 'C', 'C']",Big Bite,150,"During your opponent's next turn, the Defending Pokémon can't retreat.",68af6bc6d14a007632025a48
298,['W'],Ancient Seaweed,30x,This attack does 30 damage for each Item card in your opponent's discard pile.,68af6bc6d14a007632025a4e
299,"['W', 'C', 'C']",Surf,80,,68af6bc6d14a007632025a4e
300,['W'],Ancient Seaweed,30x,This attack does 30 damage for each Item card in your opponent's discard pile.,68af6bc6d14a007632025a54
301,"['W', 'C', 'C']",Surf,80,,68af6bc6d14a007632025a54
302,['W'],Ancient Seaweed,30x,This attack does 30 damage for each Item card in your opponent's discard pile.,68af6bc6d14a007632025a51
303,"['W', 'C', 'C']",Surf,80,,68af6bc6d14a007632025a51
304,"['C', 'C', 'C']",Round,70x,This attack does 70 damage for each of your Pokémon in play that has the Round attack.,68af6bc6d14a007632025a5d
305,"['W', 'C', 'C', 'C']",Hyper Voice,160,,68af6bc6d14a007632025a5d
306,"['C', 'C', 'C']",Round,70x,This attack does 70 damage for each of your Pokémon in play that has the Round attack.,68af6bc6d14a007632025a57
307,"['W', 'C', 'C', 'C']",Hyper Voice,160,,68af6bc6d14a007632025a57
308,"['C', 'C', 'C']",Round,70x,This attack does 70 damage for each of your Pokémon in play that has the Round attack.,68af6bc6d14a007632025a5a
309,"['W', 'C', 'C', 'C']",Hyper Voice,160,,68af6bc6d14a007632025a5a
310,"['C', 'C']",Round,40x,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,68af6bc7d14a007632025a66
311,"['W', 'C', 'C']",Wave Splash,60,,68af6bc7d14a007632025a66
312,"['C', 'C']",Round,40x,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,68af6bc6d14a007632025a60
313,"['W', 'C', 'C']",Wave Splash,60,,68af6bc6d14a007632025a60
314,"['C', 'C']",Round,40x,This attack does 40 damage for each of your Pokémon in play that has the Round attack.,68af6bc7d14a007632025a63
315,"['W', 'C', 'C']",Wave Splash,60,,68af6bc7d14a007632025a63
316,"['C', 'C']",Round,20x,This attack does 20 damage for each of your Pokémon in play that has the Round attack.,68af6bc7d14a007632025a69
317,"['C', 'C']",Round,20x,This attack does 20 damage for each of your Pokémon in play that has the Round attack.,68af6bc7d14a007632025a6c
318,"['C', 'C']",Round,20x,This attack does 20 damage for each of your Pokémon in play that has the Round attack.,68af6bc7d14a007632025a6f
319,"['C', 'C']",Gentle Slap,70,,68af6bc7d14a007632025a75
320,"['C', 'C']",Gentle Slap,70,,68af6bc7d14a007632025a72
321,"['C', 'C']",Gentle Slap,70,,68af6bc7d14a007632025a78
322,"['C', 'C']",Scratch,30,,68af6bc7d14a007632025a7b
323,"['C', 'C']",Scratch,30,,68af6bc7d14a007632025a7e
324,"['C', 'C']",Scratch,30,,68af6bc7d14a007632025a81
325,"['R', 'C', 'C']",Fire Wing,70,,68af6bc7d14a007632025a84
326,"['R', 'C', 'C']",Fire Wing,70,,68af6bc7d14a007632025a87
327,"['R', 'C', 'C']",Fire Wing,70,,68af6bc7d14a007632025a8a
328,['C'],Peck Off,10,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.",68af6bc7d14a007632025a93
329,['C'],Peck Off,10,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.",68af6bc7d14a007632025a8d
330,['C'],Peck Off,10,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.",68af6bc7d14a007632025a90
331,"['R', 'C']",Searing Flame,50,Your opponent's Active Pokémon is now Burned.,68af6bc7d14a007632025a96
332,"['R', 'C', 'C', 'C']",Smashing Headbutt,180,Discard 2 Energy from this Pokémon.,68af6bc7d14a007632025a96
333,"['R', 'C']",Searing Flame,50,Your opponent's Active Pokémon is now Burned.,68af6bc7d14a007632025a99
334,"['R', 'C', 'C', 'C']",Smashing Headbutt,180,Discard 2 Energy from this Pokémon.,68af6bc7d14a007632025a99
335,"['R', 'C']",Searing Flame,50,Your opponent's Active Pokémon is now Burned.,68af6bc7d14a007632025a9c
336,"['R', 'C', 'C', 'C']",Smashing Headbutt,180,Discard 2 Energy from this Pokémon.,68af6bc7d14a007632025a9c
337,"['R', 'C']",Will-O-Wisp,30,,68af6bc7d14a007632025a9f
338,"['R', 'C']",Will-O-Wisp,30,,68af6bc7d14a007632025aa2
339,"['R', 'C']",Will-O-Wisp,30,,68af6bc7d14a007632025aa5
340,"['R', 'R']",V-Force,120,"If you have 4 or fewer Benched Pokémon, this attack does nothing.",68af6bc8d14a007632025aae
341,"['R', 'R']",V-Force,120,"If you have 4 or fewer Benched Pokémon, this attack does nothing.",68af6bc8d14a007632025aab
342,"['R', 'R']",V-Force,120,"If you have 4 or fewer Benched Pokémon, this attack does nothing.",68af6bc7d14a007632025aa8
343,['C'],Dangerous Reaction,30+,"If your opponent's Active Pokémon is affected by a Special Condition, this attack does 120 more damage.",68af6bc8d14a007632025ab1
344,"['G', 'C']",Seed Bomb,60,,68af6bc8d14a007632025ab1
345,['C'],Dangerous Reaction,30+,"If your opponent's Active Pokémon is affected by a Special Condition, this attack does 120 more damage.",68af6bc8d14a007632025ab7
346,"['G', 'C']",Seed Bomb,60,,68af6bc8d14a007632025ab7
347,['C'],Dangerous Reaction,30+,"If your opponent's Active Pokémon is affected by a Special Condition, this attack does 120 more damage.",68af6bc8d14a007632025ab4
348,"['G', 'C']",Seed Bomb,60,,68af6bc8d14a007632025ab4
349,['C'],Horn Attack,10,,68af6bc8d14a007632025ac9
350,['C'],Horn Attack,10,,68af6bc8d14a007632025ac3
351,['C'],Horn Attack,10,,68af6bc8d14a007632025ac6
352,['G'],Lively Needles,20+,"If this Pokémon was healed during this turn, this attack does 100 more damage.",68af6bc8d14a007632025acc
353,"['G', 'C']",Pierce,50,,68af6bc8d14a007632025acc
354,['G'],Lively Needles,20+,"If this Pokémon was healed during this turn, this attack does 100 more damage.",68af6bc8d14a007632025acf
355,"['G', 'C']",Pierce,50,,68af6bc8d14a007632025acf
356,['G'],Lively Needles,20+,"If this Pokémon was healed during this turn, this attack does 100 more damage.",68af6bc8d14a007632025ad2
357,"['G', 'C']",Pierce,50,,68af6bc8d14a007632025ad2
358,['G'],Bemusing Aroma,30,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned. If tails, your opponent's Active Pokémon is now Confused.",68af6bc8d14a007632025ad8
359,"['G', 'C', 'C']",Cut,70,,68af6bc8d14a007632025ad8
360,['G'],Bemusing Aroma,30,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned. If tails, your opponent's Active Pokémon is now Confused.",68af6bc8d14a007632025ad5
361,"['G', 'C', 'C']",Cut,70,,68af6bc8d14a007632025ad5
362,['G'],Bemusing Aroma,30,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed and Poisoned. If tails, your opponent's Active Pokémon is now Confused.",68af6bc8d14a007632025adb
363,"['G', 'C', 'C']",Cut,70,,68af6bc8d14a007632025adb
364,['G'],Leafage,10,,68af6bc8d14a007632025ae1
365,['G'],Leafage,10,,68af6bc8d14a007632025ae4
366,['G'],Leafage,10,,68af6bc8d14a007632025ade
367,"['C', 'C']",Gentle Slap,70,,68af6bc8d14a007632025ae7
368,"['C', 'C']",Gentle Slap,70,,68af6bc8d14a007632025aea
369,"['C', 'C']",Gentle Slap,70,,68af6bc8d14a007632025aed
370,"['C', 'C']",Scratch,30,,68af6bc9d14a007632025af6
371,"['C', 'C']",Scratch,30,,68af6bc9d14a007632025af0
372,"['C', 'C']",Scratch,30,,68af6bc9d14a007632025af3
373,"['G', 'C', 'C', 'C']",Command the Grass,150,"You may search your deck for up to 3 cards and put them into your hand. Then, shuffle your deck.",68af6bc9d14a007632025af9
374,['G'],Wrap,20,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc9d14a007632025afc
375,"['G', 'C', 'C']",Vine Whip,60,,68af6bc9d14a007632025afc
376,['G'],Wrap,20,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc9d14a007632025b02
377,"['G', 'C', 'C']",Vine Whip,60,,68af6bc9d14a007632025b02
378,['G'],Wrap,20,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",68af6bc9d14a007632025aff
379,"['G', 'C', 'C']",Vine Whip,60,,68af6bc9d14a007632025aff
380,['G'],Tackle,10,,68af6bc9d14a007632025b05
381,"['G', 'G']",Vine Whip,30,,68af6bc9d14a007632025b05
382,['G'],Tackle,10,,68af6bc9d14a007632025b0b
383,"['G', 'G']",Vine Whip,30,,68af6bc9d14a007632025b0b
384,['G'],Tackle,10,,68af6bc9d14a007632025b08
385,"['G', 'G']",Vine Whip,30,,68af6bc9d14a007632025b08
386,"['1', 'L', 'L', 'L']",Thunderous Bolt,230,"During your next turn, this Pokémon can’t attack.",68b2e9acb594c9577ba43092
387,"['2', 'R']","Wide Blast
 This attack does 50 damage to each of your opponent’s Benched Pokémon.",Don’t apply Weakness and Resistance for Benched Pokémon.,,68b2e9adb594c9577ba43095
388,"['2', 'R', 'W']",Dragon Impact,300,Discard 2 Energy from this Pokémon.,68b2e9adb594c9577ba43095
389,['1'],Insta-Strike,30,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),68b2e9adb594c9577ba43098
390,"['1', 'M', 'M', 'M']",Brave Slash,240,"During your next turn, this Pokémon can’t use Brave Slash.",68b2e9adb594c9577ba43098
391,"['1', 'P']",Full Moon Rondo,20+,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent’s).,68b2e9adb594c9577ba4309e
392,"['1', 'L', 'L', 'L']",Thunderous Bolt,230,"During your next turn, this Pokémon can’t attack.",68b2e9adb594c9577ba430a1
393,"['1', 'R', 'R']",Scorching Cyclone,160,Move an Energy from this Pokémon to 1 of your Benched Pokémon.,68b2e9adb594c9577ba430a4
394,['1'],Tenacious Tail,60x,This attack does 60 damage for each of your opponent’s Pokémon ex in play.,68b2e9adb594c9577ba430b0
395,['3'],Destructive Drill,150,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.,68b2e9adb594c9577ba430b0
396,"['2', 'R']","Wide Blast
 This attack does 50 damage to each of your opponent’s Benched Pokémon.",Don’t apply Weakness and Resistance for Benched Pokémon.,,68b2e9adb594c9577ba430b3
397,"['2', 'R', 'W']",Dragon Impact,300,Discard 2 Energy from this Pokémon.,68b2e9adb594c9577ba430b3
398,['1'],Insta-Strike,30,This attack also does 30 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.),68b2e9adb594c9577ba430b6
399,"['1', 'M', 'M', 'M']",Brave Slash,240,"During your next turn, this Pokémon can’t use Brave Slash.",68b2e9adb594c9577ba430b6
400,"['F', 'F']",Rumbling March,180+,This attack does 40 more damage for each Stage 2 Pokémon on your Bench.,68b2e9adb594c9577ba430bc
401,"['1', 'P']",Full Moon Rondo,20+,This attack does 20 more damage for each Benched Pokémon (both yours and your opponent’s).,68b2e9adb594c9577ba430bf
402,"['1', 'L', 'L', 'L']",Thunderous Bolt,230,"During your next turn, this Pokémon can’t attack.",68b2e9adb594c9577ba430c2
403,"['1', 'R', 'R']",Scorching Cyclone,160,Move an Energy from this Pokémon to 1 of your Benched Pokémon.,68b2e9adb594c9577ba430c6
404,['3'],Smash Kick,50,,68b2e9adb594c9577ba430c9
405,['1'],Rapid Draw,10,Draw a Card.,68b2e9adb594c9577ba430cc
406,['1'],Scratch,40,,68b2e9adb594c9577ba430cf
407,['2'],Jet Headbutt,70,,68b2e9adb594c9577ba430cf
408,"['R', 'L']",Powerful Rage,20x,This attack does 20 damage for each damage counter on this Pokémon.,68b2e9adb594c9577ba430d2
409,"['1', 'R', 'R', 'L']",Virtuous Flame,170,,68b2e9adb594c9577ba430d2
410,['3'],Clamping Fangs,40+,This attack does 40 more damage for each damage counter on your opponent's Active Pokemon.,68b2e9adb594c9577ba430d5
411,['F'],Lunge Out,10,,68b2e9adb594c9577ba430d8
412,['P'],Magical Shot,50,,68b2e9adb594c9577ba430db
413,"['2', 'L']",Mach Bolt,70,,68b2e9adb594c9577ba430de
414,['4'],Hydro Pump,10+,This attack does 50 more damage for each Water Energy attached to this Pokémon.,68b2e9aeb594c9577ba430e1
415,"['1', 'W', 'W']",Ice Blast,110,,68b2e9aeb594c9577ba430e4
416,['1'],Corner,20,"During your opponent’s next turn, the Defending Pokémon can’t retreat.",68b2e9aeb594c9577ba430e7
417,['2'],Hyper Voice,40,,68b2e9aeb594c9577ba43120
418,['2'],Aromatic Stomps,50,"Flip a coin. If heads, during your opponent’s next turn, the Defending Pokémon can’t attack.",68b2e9aeb594c9577ba43123
419,['3'],Headbutt Bounce,120,,68b2e9aeb594c9577ba43123
420,['1'],Ram,10,,68b2e9aeb594c9577ba43126
421,['1'],Fickle Spitting,120,"If your opponent doesn’t have exactly 3 or 4 Prize cards remaining, this attack does nothing.",68b2e9aeb594c9577ba43129
422,['2'],Ceaseless Spitting,50x,Flip a coin until you get tails. This attack does 50 damage for each heads.,68b2e9aeb594c9577ba4312c
423,['3'],Headbutt,80,,68b2e9aeb594c9577ba4312f
424,['3'],Smash Kick,50,,68b2e9afb594c9577ba43132
425,['1'],Speed Dive,30,,68b2e9afb594c9577ba43135
426,['3'],Razor Wing,80,,68b2e9afb594c9577ba43135
427,['1'],"Intimidating Stare
During your opponent’s next turn, attacks used by the Defending Pokémon do 20 less damage",before applying Weakness and Resistance,.,68b2e9afb594c9577ba43138
428,['2'],Peck,20,,68b2e9afb594c9577ba43138
429,['2'],Gluttonous Tail,60,Draw 2 cards.,68b2e9afb594c9577ba4313b
430,['2'],Gnaw,20,,68b2e9afb594c9577ba4313e
431,['1'],Ram,30,,68b2e9afb594c9577ba43141
432,['2'],Dragon Claw,50,,68b2e9afb594c9577ba43141
433,['1'],Slumbering Smack,30,"Both Active Pokémon are now Asleep. During your next turn, attacks used by this Pokémon do 100 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance).",68b2e9afb594c9577ba43144
434,['3'],Frightening Howl,110,Your opponent’s Active Pokémon is now Confused.,68b2e9afb594c9577ba43147
435,['1'],Rapid Draw,10,Draw a Card.,68b2e9afb594c9577ba4314a
436,['1'],Tail Smack,50,,68b2e9afb594c9577ba4314d
437,['1'],Slap,20,,68b2e9afb594c9577ba43150
438,['3'],Zen Headbutt,70,,68b2e9afb594c9577ba43153
